Summary,Issue Type,Status,Project key,Project name,Priority,Assignee,Reporter,Creator,Component/s,Custom field (Bộ phận phản ánh),Custom field (Ghi chú (Mô tả vấn đề)),Custom field (Kênh hỗ trợ),Custom field (Loại hỗ trợ),Custom field (Loại lỗi),Custom field (Severity),Custom field (Thêm labels),Custom field (Độ khó),Custom field (Phân loại yêu cầu)
PHP 'CVE-2017-7189' Improper Input Validation Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'CVE-2017-7189' Improper Input Validation Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is improperly validating input from untrusted input. main/streams/xp_socket.c in PHP misparses fsockopen calls, such as by interpreting fsockopen('127.0.0.1:80', 443) as if the address/port were 127.0.0.1:80:443, which is later truncated to 127.0.0.1:80. This behavior has a security risk if the explicitly provided port number (i.e., 443 in this example) is hardcoded into an application as a security policy, but the hostname argument (i.e., 127.0.0.1:80 in this example) is obtained from untrusted input.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: No solution was made available by the vendor. General solution options are to upgrade to a newer release, disable respective features, remove the product or replace the product by another one. Note: PHP versions 7.0.18 and 7.1.4 introduced a fix which was reverted again in version 7.0.19 / 7.1.5 respectively and the fix wasn't introduced again as of today (08-2020).",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
PHP 'CVE-2018-19935' - 'imap_mail' Denial of Service Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'CVE-2018-19935' - 'imap_mail' Denial of Service Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to a denial of service (DoS) vulnerability. The flaw exists due to a NULL pointer dereference and application crash via an empty string in the message argument to the imap_mail function of ext/imap/php_imap.c.
- Impact: Impact: Successful exploitation will allow attackers to cause a denial of service of the affected application.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: SSLInfo
- Resolution: Update to version 5.6.39, 7.0.33, 7.1.26, 7.2.14, 7.3.0 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
PHP 'CVE-2019-13224' Use-After-Free Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'CVE-2019-13224' Use-After-Free Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: Critical
- Description: PHP is prone to a use-after-free vulnerability in a used third-pary library. The flaw exists due to a use-after-free in onig_new_deluxe() in regext.c of the third-party library Oniguruma 6.9.2 which is used by PHP. The attacker provides a pair of a regex pattern and a string, with a multi-byte encoding that gets handled by onig_new_deluxe().
- Impact: Impact: This flaw allows attackers to potentially cause information disclosure, denial of service, or possibly code execution by providing a crafted regular expression.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: SSLInfo
- Resolution: Update to version 7.1.32, 7.3.9 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Critical,,Trung bình,Bảo mật
PHP 'PHAR' Error Page Reflected XSS And DoS Vulnerabilities - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'PHAR' Error Page Reflected XSS And DoS Vulnerabilities - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to cross site scripting (XSS) and denial of service (DoS) vulnerabilities. Multiple flaws are due to: - An input validation error on the PHAR 404 error page via the URI of a request for a .phar file. - An integer signedness error in gd_gif_in.c in the GD Graphics Library (aka libgd).
- Impact: Impact: Successfully exploiting this issue allows attacker to execute arbitrary script code in the browser of an unsuspecting user in the context of the affected site. This may allow the attacker to steal cookie-based authentication credentials and to launch other attacks and will also lead to a denial of service and exhausting the server resources.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to PHP version 5.6.33, 7.0.27, 7.1.13 or 7.2.1 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
PHP 'PHP-FPM' Denial of Service Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'PHP-FPM' Denial of Service Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to a denial of service (DoS) vulnerability. The flaw exists due to the php-fpm master process restarts a child process in an endless loop when using program execution functions with a non-blocking STDIN stream.
- Impact: Impact: Successfully exploitation will allow an attacker to consume 100% of the CPU, and consume disk space with a large volume of error logs, as demonstrated by an attack by a customer of a shared-hosting facility.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: SSLInfo
- Resolution: Update to PHP 7.1.20, 7.2.8 or 7.3.0alpha3.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
PHP 'timelib_meridian' Heap Based Buffer Overflow Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 'timelib_meridian' Heap Based Buffer Overflow Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to a heap buffer overflow vulnerability. The flaw exists due to an error in the date extension's 'timelib_meridian' handling of 'front of' and 'back of' directives.
- Impact: Impact: Successfully exploiting this issue allow attacker to execute arbitrary code with elevated privileges within the context of a privileged process.
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: php:php:5.6.31
- Resolution: Update to PHP version 5.6.32, 7.0.25, 7.1.11, or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"PHP 5.3.7 - 7.3.31, 7.4.x < 7.4.25, 8.0.x < 8.0.12 Security Update (Oct 2021) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP 5.3.7 - 7.3.31, 7.4.x < 7.4.25, 8.0.x < 8.0.12 Security Update (Oct 2021) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP released new versions which includes a security fix. Fixed bug #81026 (PHP-FPM oob R/W in root process leading to privilege escalation).
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.3.32 (not released yet), 7.4.25, 8.0.12 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
PHP < 7.0.12 RCE / DoS Vulnerability - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.0.12 RCE / DoS Vulnerability - Windows""
- CVSS: 
- Related CVE: []
- Severity: Critical
- Description: PHP is prone to a remote code execution (RCE) or denial of service (DoS) vulnerability. The SplObjectStorage unserialize implementation in ext/spl/spl_observer.c does not verify that a key is an object, which allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized memory access) via crafted serialized data.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: SSLInfo
- Resolution: Update to version 7.0.12 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Critical,,Trung bình,Bảo mật
PHP < 7.2.26 Multiple Vulnerabilities (Dec 2019) - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.26 Multiple Vulnerabilities (Dec 2019) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to multiple vulnerabilities. PHP is prone to multiple vulnerabilities: - Buffer underflow in bc_shift_addsub (CVE-2019-11046) - link() silently truncates after a null byte on Windows (CVE-2019-11044) - DirectoryIterator class silently truncates after a null byte (CVE-2019-11045) - Use-after-free in exif parsing under memory sanitizer (CVE-2019-11050) - Heap-buffer-overflow READ in exif (CVE-2019-11047)
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: Update to version 7.2.26 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"PHP < 7.2.27, 7.3.x < 7.3.14, 7.4.x < 7.4.2 Multiple Vulnerabilities (Jan 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.27, 7.3.x < 7.3.14, 7.4.x < 7.4.2 Multiple Vulnerabilities (Jan 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Critical
- Description: PHP is prone to multiple vulnerabilities. PHP is prone to multiple vulnerabilities: - OOB read in php_strip_tags_ex (CVE-2020-7059) - Global buffer-overflow in 'mbfl_filt_conv_big5_wchar' (CVE-2020-7060)
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: SSLInfo
- Resolution: Update to version 7.2.27, 7.3.14, 7.4.2 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Critical,,Trung bình,Bảo mật
PHP < 7.2.28 Multiple Vulnerabilities (Feb 2020) - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.28 Multiple Vulnerabilities (Feb 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to multiple vulnerabilities. PHP is prone to multiple vulnerabilities: - Null Pointer Dereference in PHP Session Upload Progress (CVE-2020-7062) - Files added to tar with Phar::buildFromIterator have all-access permissions (CVE-2020-7063)
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: php:php:5.6.31
- Resolution: Update to version 7.2.28 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Windows,Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to multiple vulnerabilities. PHP is prone to multiple vulnerabilities: - Use-of-uninitialized-value in exif (CVE-2020-7064) - get_headers() silently truncates after a null byte (CVE-2020-7066)
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.2.29 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"PHP < 7.2.30, 7.3 < 7.3.17, 7.4 < 7.4.5 DoS Vulnerability (Apr 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.30, 7.3 < 7.3.17, 7.4 < 7.4.5 DoS Vulnerability (Apr 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to a denial of service (DoS) vulnerability. If 'CHARSET_EBCDIC' is defined (usually, on systems with EBCDIC encoding support), an out-of-bounds read can occur using a malformed url-encoded string.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.2.30, 7.3.17, 7.4.5 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"PHP < 7.2.31, 7.3 < 7.3.18, 7.4 < 7.4.6 Multiple DoS Vulnerabilities (May 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.31, 7.3 < 7.3.18, 7.4 < 7.4.6 Multiple DoS Vulnerabilities (May 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to two Denial-of-Service vulnerabilities. The following flaws exist: - Long filenames cause OOM and temp files to not be cleaned - Long variables in multipart/form-data cause OOM and temp files are not cleaned leading to a Denial-of-Service condition (CVE-2019-11048).
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: php:php:5.6.31
- Resolution: Update to version 7.2.31, 7.3.18, 7.4.6 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"PHP < 7.2.32, 7.3 < 7.3.20, 7.4 < 7.4.8 libcurl Vulnerability (May 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.32, 7.3 < 7.3.20, 7.4 < 7.4.8 libcurl Vulnerability (May 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to an information disclosure vulnerability in libcurl.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: php:php:5.6.31
- Resolution: Update to version 7.2.32, 7.3.20, 7.4.8 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
"PHP < 7.2.33, 7.3 < 7.3.21, 7.4 < 7.4.9 DoS Vulnerability (Aug 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.33, 7.3 < 7.3.21, 7.4 < 7.4.9 DoS Vulnerability (Aug 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Low
- Description: PHP is prone to a denial of service vulnerability in the phar_parse_zipfile function. The phar_parse_zipfile function had use-after-free vulnerability because of mishandling of the actual_alias variable.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: php:php:5.6.31
- Resolution: Update to version 7.2.33, 7.3.21, 7.4.9 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Low,,Trung bình,Bảo mật
"PHP < 7.2.34, 7.3 < 7.3.23, 7.4 < 7.4.11 Multiple Vulnerabilities (Oct 2020) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.2.34, 7.3 < 7.3.23, 7.4 < 7.4.11 Multiple Vulnerabilities (Oct 2020) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to multiple vulnerabilities. The following vulnerabilities exist: - Wrong ciphertext/tag in AES-CCM encryption for a 12 bytes IV (CVE-2020-7069) - PHP parses encoded cookie names so malicious '__Host-' cookies can be sent (CVE-2020-7070)
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: ietf:transport_layer_security
- Resolution: Update to version 7.2.34, 7.3.23, 7.4.11 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"PHP < 7.3.26, 7.4.x < 7.4.14, 8.0.x < 8.0.1 Filter Vulnerability (Jan 2021) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Thấp,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.3.26, 7.4.x < 7.4.14, 8.0.x < 8.0.1 Filter Vulnerability (Jan 2021) - Windows""
- CVSS: 
- Related CVE: []
- Severity: Medium
- Description: PHP is prone to a vulnerability where FILTER_VALIDATE_URL accepts URLs with invalid userinfo.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.3.26, 7.4.14, 8.0.1 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,Medium,,Trung bình,Bảo mật
"PHP < 7.3.27, 7.4.x < 7.4.15, 8.0.x < 8.0.2 NULL Deference Vulnerability (Feb 2021) - Windows",Vấn đề của khách hàng,Chờ xử lý,,,Trung bình,,,,,TT PTPM,"Kính gửi Phòng QTHT,
Qua kết quả đánh giá an ninh TTDL Quý 2, Ban ANTT có ghi nhận lỗ hổng có thông tin như sau:
- Name: ""PHP < 7.3.27, 7.4.x < 7.4.15, 8.0.x < 8.0.2 NULL Deference Vulnerability (Feb 2021) - Windows""
- CVSS: 
- Related CVE: []
- Severity: High
- Description: PHP is prone to a NULL dereference vulnerability in the SoapClient.
- Impact: 
- Affected OS detected: Microsoft Windows
- Affected services/hosts:
	Service: apache:http_server
- Resolution: Update to version 7.3.27, 7.4.15, 8.0.2 or later.",Khối sản xuất,Lỗi phần mềm,Lỗi an ninh,High,,Trung bình,Bảo mật
